county,precinct,office,district,party,candidate,votes,election_day,absentee,early_voting
Polk,18,Proposition #8 ,,DEM,Yes,25,,,
Polk,18,Proposition #8 ,,DEM,No,1,,,
Polk,19,Proposition #8 ,,DEM,Yes,88,,,
Polk,19,Proposition #8 ,,DEM,No,2,,,
Polk,20,Proposition #8 ,,DEM,Yes,69,,,
Polk,20,Proposition #8 ,,DEM,No,7,,,
Polk,21,Proposition #8 ,,DEM,Yes,22,,,
Polk,21,Proposition #8 ,,DEM,No,2,,,
Polk,1,Proposition #9 ,,DEM,Yes,8,,,
Polk,1,Proposition #9 ,,DEM,No,0,,,
Polk,2,Proposition #9 ,,DEM,Yes,7,,,
Polk,2,Proposition #9 ,,DEM,No,0,,,
Polk,3,Proposition #9 ,,DEM,Yes,34,,,
Polk,3,Proposition #9 ,,DEM,No,2,,,
Polk,4,Proposition #9 ,,DEM,Yes,39,,,
Polk,4,Proposition #9 ,,DEM,No,0,,,
Polk,5,Proposition #9 ,,DEM,Yes,66,,,
Polk,5,Proposition #9 ,,DEM,No,3,,,
Polk,6,Proposition #9 ,,DEM,Yes,134,,,
Polk,6,Proposition #9 ,,DEM,No,5,,,
Polk,7,Proposition #9 ,,DEM,Yes,19,,,
Polk,7,Proposition #9 ,,DEM,No,0,,,
Polk,8,Proposition #9 ,,DEM,Yes,34,,,
Polk,8,Proposition #9 ,,DEM,No,0,,,
Polk,9,Proposition #9 ,,DEM,Yes,17,,,
Polk,9,Proposition #9 ,,DEM,No,2,,,
Polk,10,Proposition #9 ,,DEM,Yes,52,,,
Polk,10,Proposition #9 ,,DEM,No,1,,,
Polk,11,Proposition #9 ,,DEM,Yes,9,,,
Polk,11,Proposition #9 ,,DEM,No,0,,,
Polk,12,Proposition #9 ,,DEM,Yes,17,,,
Polk,12,Proposition #9 ,,DEM,No,2,,,
Polk,13,Proposition #9 ,,DEM,Yes,5,,,
Polk,13,Proposition #9 ,,DEM,No,1,,,
Polk,14,Proposition #9 ,,DEM,Yes,17,,,
Polk,14,Proposition #9 ,,DEM,No,1,,,
Polk,15,Proposition #9 ,,DEM,Yes,8,,,
Polk,15,Proposition #9 ,,DEM,No,2,,,
Polk,16,Proposition #9 ,,DEM,Yes,58,,,
Polk,16,Proposition #9 ,,DEM,No,3,,,
Polk,17,Proposition #9 ,,DEM,Yes,14,,,
Polk,17,Proposition #9 ,,DEM,No,3,,,
Polk,18,Proposition #9 ,,DEM,Yes,25,,,
Polk,18,Proposition #9 ,,DEM,No,2,,,
Polk,19,Proposition #9 ,,DEM,Yes,95,,,
Polk,19,Proposition #9 ,,DEM,No,0,,,
Polk,20,Proposition #9 ,,DEM,Yes,76,,,
Polk,20,Proposition #9 ,,DEM,No,2,,,
Polk,21,Proposition #9 ,,DEM,Yes,23,,,
Polk,21,Proposition #9 ,,DEM,No,0,,,
Polk,1,Proposition #10 ,,DEM,Yes,7,,,
Polk,1,Proposition #10 ,,DEM,No,1,,,
Polk,2,Proposition #10 ,,DEM,Yes,7,,,
Polk,2,Proposition #10 ,,DEM,No,0,,,
Polk,3,Proposition #10 ,,DEM,Yes,36,,,
Polk,3,Proposition #10 ,,DEM,No,1,,,
Polk,4,Proposition #10 ,,DEM,Yes,36,,,
Polk,4,Proposition #10 ,,DEM,No,2,,,
Polk,5,Proposition #10 ,,DEM,Yes,70,,,
Polk,5,Proposition #10 ,,DEM,No,4,,,
Polk,6,Proposition #10 ,,DEM,Yes,128,,,
Polk,6,Proposition #10 ,,DEM,No,8,,,
Polk,7,Proposition #10 ,,DEM,Yes,19,,,
Polk,7,Proposition #10 ,,DEM,No,0,,,
Polk,8,Proposition #10 ,,DEM,Yes,33,,,
Polk,8,Proposition #10 ,,DEM,No,1,,,
Polk,9,Proposition #10 ,,DEM,Yes,19,,,
Polk,9,Proposition #10 ,,DEM,No,0,,,
Polk,10,Proposition #10 ,,DEM,Yes,53,,,
Polk,10,Proposition #10 ,,DEM,No,1,,,
Polk,11,Proposition #10 ,,DEM,Yes,10,,,
Polk,11,Proposition #10 ,,DEM,No,0,,,
Polk,12,Proposition #10 ,,DEM,Yes,19,,,
Polk,12,Proposition #10 ,,DEM,No,0,,,
Polk,13,Proposition #10 ,,DEM,Yes,6,,,
Polk,13,Proposition #10 ,,DEM,No,0,,,
Polk,14,Proposition #10 ,,DEM,Yes,17,,,
Polk,14,Proposition #10 ,,DEM,No,1,,,
Polk,15,Proposition #10 ,,DEM,Yes,9,,,
Polk,15,Proposition #10 ,,DEM,No,1,,,
Polk,16,Proposition #10 ,,DEM,Yes,58,,,
Polk,16,Proposition #10 ,,DEM,No,3,,,
Polk,17,Proposition #10 ,,DEM,Yes,17,,,
Polk,17,Proposition #10 ,,DEM,No,1,,,
Polk,18,Proposition #10 ,,DEM,Yes,27,,,
Polk,18,Proposition #10 ,,DEM,No,0,,,
Polk,19,Proposition #10 ,,DEM,Yes,92,,,
Polk,19,Proposition #10 ,,DEM,No,1,,,
Polk,20,Proposition #10 ,,DEM,Yes,70,,,
Polk,20,Proposition #10 ,,DEM,No,5,,,
Polk,21,Proposition #10 ,,DEM,Yes,24,,,
Polk,21,Proposition #10 ,,DEM,No,0,,,
Polk,1,Proposition #11 ,,DEM,Yes,6,,,
Polk,1,Proposition #11 ,,DEM,No,2,,,
Polk,2,Proposition #11 ,,DEM,Yes,5,,,
Polk,2,Proposition #11 ,,DEM,No,0,,,
Polk,3,Proposition #11 ,,DEM,Yes,36,,,
Polk,3,Proposition #11 ,,DEM,No,3,,,
Polk,4,Proposition #11 ,,DEM,Yes,37,,,
Polk,4,Proposition #11 ,,DEM,No,2,,,
Polk,5,Proposition #11 ,,DEM,Yes,67,,,
Polk,5,Proposition #11 ,,DEM,No,6,,,
Polk,6,Proposition #11 ,,DEM,Yes,132,,,
Polk,6,Proposition #11 ,,DEM,No,9,,,
Polk,7,Proposition #11 ,,DEM,Yes,18,,,
Polk,7,Proposition #11 ,,DEM,No,0,,,
Polk,8,Proposition #11 ,,DEM,Yes,34,,,
Polk,8,Proposition #11 ,,DEM,No,1,,,
Polk,9,Proposition #11 ,,DEM,Yes,18,,,
Polk,9,Proposition #11 ,,DEM,No,1,,,
Polk,10,Proposition #11 ,,DEM,Yes,48,,,
Polk,10,Proposition #11 ,,DEM,No,2,,,
Polk,11,Proposition #11 ,,DEM,Yes,9,,,
Polk,11,Proposition #11 ,,DEM,No,0,,,
Polk,12,Proposition #11 ,,DEM,Yes,16,,,
Polk,12,Proposition #11 ,,DEM,No,3,,,
Polk,13,Proposition #11 ,,DEM,Yes,5,,,
Polk,13,Proposition #11 ,,DEM,No,1,,,
Polk,14,Proposition #11 ,,DEM,Yes,15,,,
Polk,14,Proposition #11 ,,DEM,No,2,,,
Polk,15,Proposition #11 ,,DEM,Yes,9,,,
Polk,15,Proposition #11 ,,DEM,No,1,,,
Polk,16,Proposition #11 ,,DEM,Yes,60,,,
Polk,16,Proposition #11 ,,DEM,No,3,,,
Polk,17,Proposition #11 ,,DEM,Yes,13,,,
Polk,17,Proposition #11 ,,DEM,No,4,,,
Polk,18,Proposition #11 ,,DEM,Yes,26,,,
Polk,18,Proposition #11 ,,DEM,No,1,,,
Polk,19,Proposition #11 ,,DEM,Yes,93,,,
Polk,19,Proposition #11 ,,DEM,No,2,,,
Polk,20,Proposition #11 ,,DEM,Yes,73,,,
Polk,20,Proposition #11 ,,DEM,No,4,,,
Polk,21,Proposition #11 ,,DEM,Yes,21,,,
Polk,21,Proposition #11 ,,DEM,No,3,,,
Polk,1,Proposition #12 ,,DEM,Yes,8,,,
Polk,1,Proposition #12 ,,DEM,No,0,,,
Polk,2,Proposition #12 ,,DEM,Yes,7,,,
Polk,2,Proposition #12 ,,DEM,No,0,,,
Polk,3,Proposition #12 ,,DEM,Yes,34,,,
Polk,3,Proposition #12 ,,DEM,No,4,,,
Polk,4,Proposition #12 ,,DEM,Yes,38,,,
Polk,4,Proposition #12 ,,DEM,No,0,,,
Polk,5,Proposition #12 ,,DEM,Yes,70,,,
Polk,5,Proposition #12 ,,DEM,No,3,,,
Polk,6,Proposition #12 ,,DEM,Yes,139,,,
Polk,6,Proposition #12 ,,DEM,No,1,,,
Polk,7,Proposition #12 ,,DEM,Yes,19,,,
Polk,7,Proposition #12 ,,DEM,No,0,,,
Polk,8,Proposition #12 ,,DEM,Yes,33,,,
Polk,8,Proposition #12 ,,DEM,No,1,,,
Polk,9,Proposition #12 ,,DEM,Yes,17,,,
Polk,9,Proposition #12 ,,DEM,No,2,,,
Polk,10,Proposition #12 ,,DEM,Yes,53,,,
Polk,10,Proposition #12 ,,DEM,No,1,,,
Polk,11,Proposition #12 ,,DEM,Yes,9,,,
Polk,11,Proposition #12 ,,DEM,No,0,,,
Polk,12,Proposition #12 ,,DEM,Yes,18,,,
Polk,12,Proposition #12 ,,DEM,No,1,,,
Polk,13,Proposition #12 ,,DEM,Yes,6,,,
Polk,13,Proposition #12 ,,DEM,No,0,,,
Polk,14,Proposition #12 ,,DEM,Yes,16,,,
Polk,14,Proposition #12 ,,DEM,No,2,,,
Polk,15,Proposition #12 ,,DEM,Yes,10,,,
Polk,15,Proposition #12 ,,DEM,No,0,,,
Polk,16,Proposition #12 ,,DEM,Yes,61,,,
Polk,16,Proposition #12 ,,DEM,No,1,,,
Polk,17,Proposition #12 ,,DEM,Yes,17,,,
Polk,17,Proposition #12 ,,DEM,No,0,,,
Polk,18,Proposition #12 ,,DEM,Yes,28,,,
Polk,18,Proposition #12 ,,DEM,No,0,,,
Polk,19,Proposition #12 ,,DEM,Yes,94,,,
Polk,19,Proposition #12 ,,DEM,No,1,,,
Polk,20,Proposition #12 ,,DEM,Yes,76,,,
Polk,20,Proposition #12 ,,DEM,No,1,,,
Polk,21,Proposition #12 ,,DEM,Yes,23,,,
Polk,21,Proposition #12 ,,DEM,No,1,,,
Polk,1,Proposition 1 ,,REP,YES,38,,,
Polk,1,Proposition 1 ,,REP,NO,19,,,
Polk,2,Proposition 1 ,,REP,YES,33,,,
Polk,2,Proposition 1 ,,REP,NO,16,,,
Polk,3,Proposition 1 ,,REP,YES,192,,,
Polk,3,Proposition 1 ,,REP,NO,82,,,
Polk,4,Proposition 1 ,,REP,YES,203,,,
Polk,4,Proposition 1 ,,REP,NO,83,,,
Polk,5,Proposition 1 ,,REP,YES,305,,,
Polk,5,Proposition 1 ,,REP,NO,162,,,
Polk,6,Proposition 1 ,,REP,YES,592,,,
Polk,6,Proposition 1 ,,REP,NO,273,,,
Polk,7,Proposition 1 ,,REP,YES,84,,,
Polk,7,Proposition 1 ,,REP,NO,57,,,
Polk,8,Proposition 1 ,,REP,YES,83,,,
Polk,8,Proposition 1 ,,REP,NO,42,,,
Polk,9,Proposition 1 ,,REP,YES,91,,,
Polk,9,Proposition 1 ,,REP,NO,30,,,
Polk,10,Proposition 1 ,,REP,YES,171,,,
Polk,10,Proposition 1 ,,REP,NO,79,,,
Polk,11,Proposition 1 ,,REP,YES,48,,,
Polk,11,Proposition 1 ,,REP,NO,31,,,
Polk,12,Proposition 1 ,,REP,YES,13,,,
Polk,12,Proposition 1 ,,REP,NO,9,,,
Polk,13,Proposition 1 ,,REP,YES,52,,,
Polk,13,Proposition 1 ,,REP,NO,18,,,
Polk,14,Proposition 1 ,,REP,YES,97,,,
Polk,14,Proposition 1 ,,REP,NO,42,,,
Polk,15,Proposition 1 ,,REP,YES,126,,,
Polk,15,Proposition 1 ,,REP,NO,56,,,
Polk,16,Proposition 1 ,,REP,YES,625,,,
Polk,16,Proposition 1 ,,REP,NO,283,,,
Polk,17,Proposition 1 ,,REP,YES,150,,,
Polk,17,Proposition 1 ,,REP,NO,48,,,
Polk,18,Proposition 1 ,,REP,YES,29,,,
Polk,18,Proposition 1 ,,REP,NO,20,,,
Polk,19,Proposition 1 ,,REP,YES,103,,,
Polk,19,Proposition 1 ,,REP,NO,108,,,
Polk,20,Proposition 1 ,,REP,YES,111,,,
Polk,20,Proposition 1 ,,REP,NO,88,,,
Polk,21,Proposition 1 ,,REP,YES,165,,,
Polk,21,Proposition 1 ,,REP,NO,59,,,
Polk,1,Proposition 2 ,,REP,YES,62,,,
Polk,1,Proposition 2 ,,REP,NO,1,,,
Polk,2,Proposition 2 ,,REP,YES,49,,,
Polk,2,Proposition 2 ,,REP,NO,4,,,
Polk,3,Proposition 2 ,,REP,YES,271,,,
Polk,3,Proposition 2 ,,REP,NO,20,,,
Polk,4,Proposition 2 ,,REP,YES,290,,,
Polk,4,Proposition 2 ,,REP,NO,19,,,
Polk,5,Proposition 2 ,,REP,YES,444,,,
Polk,5,Proposition 2 ,,REP,NO,37,,,
Polk,6,Proposition 2 ,,REP,YES,841,,,
Polk,6,Proposition 2 ,,REP,NO,54,,,
Polk,7,Proposition 2 ,,REP,YES,130,,,
Polk,7,Proposition 2 ,,REP,NO,12,,,
Polk,8,Proposition 2 ,,REP,YES,127,,,
Polk,8,Proposition 2 ,,REP,NO,10,,,
Polk,9,Proposition 2 ,,REP,YES,123,,,
Polk,9,Proposition 2 ,,REP,NO,9,,,
Polk,10,Proposition 2 ,,REP,YES,241,,,
Polk,10,Proposition 2 ,,REP,NO,18,,,
Polk,11,Proposition 2 ,,REP,YES,75,,,
Polk,11,Proposition 2 ,,REP,NO,8,,,
Polk,12,Proposition 2 ,,REP,YES,24,,,
Polk,12,Proposition 2 ,,REP,NO,2,,,
Polk,13,Proposition 2 ,,REP,YES,72,,,
Polk,13,Proposition 2 ,,REP,NO,5,,,
Polk,14,Proposition 2 ,,REP,YES,135,,,
Polk,14,Proposition 2 ,,REP,NO,9,,,
Polk,15,Proposition 2 ,,REP,YES,173,,,
Polk,15,Proposition 2 ,,REP,NO,16,,,
Polk,16,Proposition 2 ,,REP,YES,893,,,
Polk,16,Proposition 2 ,,REP,NO,76,,,
Polk,17,Proposition 2 ,,REP,YES,200,,,
Polk,17,Proposition 2 ,,REP,NO,10,,,
Polk,18,Proposition 2 ,,REP,YES,46,,,
Polk,18,Proposition 2 ,,REP,NO,0,,,
Polk,19,Proposition 2 ,,REP,YES,209,,,
Polk,19,Proposition 2 ,,REP,NO,13,,,
Polk,20,Proposition 2 ,,REP,YES,200,,,
Polk,20,Proposition 2 ,,REP,NO,17,,,
Polk,21,Proposition 2 ,,REP,YES,220,,,
Polk,21,Proposition 2 ,,REP,NO,11,,,
Polk,1,Proposition 3 ,,REP,YES,56,,,
Polk,1,Proposition 3 ,,REP,NO,7,,,
Polk,2,Proposition 3 ,,REP,YES,44,,,
Polk,2,Proposition 3 ,,REP,NO,8,,,
Polk,3,Proposition 3 ,,REP,YES,247,,,
Polk,3,Proposition 3 ,,REP,NO,37,,,
Polk,4,Proposition 3 ,,REP,YES,264,,,
Polk,4,Proposition 3 ,,REP,NO,37,,,
Polk,5,Proposition 3 ,,REP,YES,420,,,
Polk,5,Proposition 3 ,,REP,NO,60,,,
Polk,6,Proposition 3 ,,REP,YES,788,,,
Polk,6,Proposition 3 ,,REP,NO,91,,,
Polk,7,Proposition 3 ,,REP,YES,120,,,
Polk,7,Proposition 3 ,,REP,NO,24,,,
Polk,8,Proposition 3 ,,REP,YES,114,,,
Polk,8,Proposition 3 ,,REP,NO,16,,,
Polk,9,Proposition 3 ,,REP,YES,110,,,
Polk,9,Proposition 3 ,,REP,NO,13,,,
Polk,10,Proposition 3 ,,REP,YES,230,,,
Polk,10,Proposition 3 ,,REP,NO,29,,,
Polk,11,Proposition 3 ,,REP,YES,71,,,
Polk,11,Proposition 3 ,,REP,NO,10,,,
Polk,12,Proposition 3 ,,REP,YES,8,,,
Polk,12,Proposition 3 ,,REP,NO,15,,,
Polk,13,Proposition 3 ,,REP,YES,70,,,
Polk,13,Proposition 3 ,,REP,NO,5,,,
Polk,14,Proposition 3 ,,REP,YES,119,,,
Polk,14,Proposition 3 ,,REP,NO,22,,,
Polk,15,Proposition 3 ,,REP,YES,167,,,
Polk,15,Proposition 3 ,,REP,NO,20,,,
Polk,16,Proposition 3 ,,REP,YES,796,,,
Polk,16,Proposition 3 ,,REP,NO,131,,,
Polk,17,Proposition 3 ,,REP,YES,188,,,
Polk,17,Proposition 3 ,,REP,NO,20,,,
Polk,18,Proposition 3 ,,REP,YES,34,,,
Polk,18,Proposition 3 ,,REP,NO,12,,,
Polk,19,Proposition 3 ,,REP,YES,200,,,
Polk,19,Proposition 3 ,,REP,NO,17,,,
Polk,20,Proposition 3 ,,REP,YES,184,,,
Polk,20,Proposition 3 ,,REP,NO,27,,,
Polk,21,Proposition 3 ,,REP,YES,199,,,
Polk,21,Proposition 3 ,,REP,NO,27,,,
Polk,1,Proposition 4 ,,REP,YES,58,,,
Polk,1,Proposition 4 ,,REP,NO,3,,,
Polk,2,Proposition 4 ,,REP,YES,47,,,
Polk,2,Proposition 4 ,,REP,NO,4,,,
Polk,3,Proposition 4 ,,REP,YES,261,,,
Polk,3,Proposition 4 ,,REP,NO,26,,,
Polk,4,Proposition 4 ,,REP,YES,273,,,
Polk,4,Proposition 4 ,,REP,NO,30,,,
Polk,5,Proposition 4 ,,REP,YES,457,,,
Polk,5,Proposition 4 ,,REP,NO,23,,,
Polk,6,Proposition 4 ,,REP,YES,849,,,
Polk,6,Proposition 4 ,,REP,NO,45,,,
Polk,7,Proposition 4 ,,REP,YES,127,,,
Polk,7,Proposition 4 ,,REP,NO,20,,,
Polk,8,Proposition 4 ,,REP,YES,123,,,
Polk,8,Proposition 4 ,,REP,NO,10,,,
Polk,9,Proposition 4 ,,REP,YES,120,,,
Polk,9,Proposition 4 ,,REP,NO,5,,,
Polk,10,Proposition 4 ,,REP,YES,234,,,
Polk,10,Proposition 4 ,,REP,NO,29,,,
Polk,11,Proposition 4 ,,REP,YES,66,,,
Polk,11,Proposition 4 ,,REP,NO,15,,,
Polk,12,Proposition 4 ,,REP,YES,21,,,
Polk,12,Proposition 4 ,,REP,NO,4,,,
Polk,13,Proposition 4 ,,REP,YES,73,,,
Polk,13,Proposition 4 ,,REP,NO,5,,,
Polk,14,Proposition 4 ,,REP,YES,133,,,
Polk,14,Proposition 4 ,,REP,NO,8,,,
Polk,15,Proposition 4 ,,REP,YES,180,,,
Polk,15,Proposition 4 ,,REP,NO,11,,,
Polk,16,Proposition 4 ,,REP,YES,861,,,
Polk,16,Proposition 4 ,,REP,NO,88,,,
Polk,17,Proposition 4 ,,REP,YES,201,,,
Polk,17,Proposition 4 ,,REP,NO,10,,,
Polk,18,Proposition 4 ,,REP,YES,40,,,
Polk,18,Proposition 4 ,,REP,NO,5,,,
Polk,19,Proposition 4 ,,REP,YES,209,,,
Polk,19,Proposition 4 ,,REP,NO,9,,,
Polk,20,Proposition 4 ,,REP,YES,199,,,
Polk,20,Proposition 4 ,,REP,NO,16,,,
Polk,21,Proposition 4 ,,REP,YES,219,,,
Polk,21,Proposition 4 ,,REP,NO,12,,,
Polk,1,Proposition 5 ,,REP,YES,56,,,
Polk,1,Proposition 5 ,,REP,NO,7,,,
Polk,2,Proposition 5 ,,REP,YES,50,,,
Polk,2,Proposition 5 ,,REP,NO,2,,,
Polk,3,Proposition 5 ,,REP,YES,235,,,
Polk,3,Proposition 5 ,,REP,NO,51,,,
Polk,4,Proposition 5 ,,REP,YES,249,,,
Polk,4,Proposition 5 ,,REP,NO,59,,,
Polk,5,Proposition 5 ,,REP,YES,396,,,
Polk,5,Proposition 5 ,,REP,NO,79,,,
Polk,6,Proposition 5 ,,REP,YES,773,,,
Polk,6,Proposition 5 ,,REP,NO,115,,,
Polk,7,Proposition 5 ,,REP,YES,105,,,
Polk,7,Proposition 5 ,,REP,NO,40,,,
Polk,8,Proposition 5 ,,REP,YES,103,,,
Polk,8,Proposition 5 ,,REP,NO,31,,,
Polk,9,Proposition 5 ,,REP,YES,110,,,
Polk,9,Proposition 5 ,,REP,NO,17,,,
Polk,10,Proposition 5 ,,REP,YES,182,,,
Polk,10,Proposition 5 ,,REP,NO,82,,,
Polk,11,Proposition 5 ,,REP,YES,57,,,
Polk,11,Proposition 5 ,,REP,NO,21,,,
Polk,12,Proposition 5 ,,REP,YES,20,,,
Polk,12,Proposition 5 ,,REP,NO,1,,,
Polk,13,Proposition 5 ,,REP,YES,62,,,
Polk,13,Proposition 5 ,,REP,NO,14,,,
Polk,14,Proposition 5 ,,REP,YES,119,,,
Polk,14,Proposition 5 ,,REP,NO,21,,,
Polk,15,Proposition 5 ,,REP,YES,165,,,
Polk,15,Proposition 5 ,,REP,NO,26,,,
Polk,16,Proposition 5 ,,REP,YES,764,,,
Polk,16,Proposition 5 ,,REP,NO,191,,,
Polk,17,Proposition 5 ,,REP,YES,176,,,
Polk,17,Proposition 5 ,,REP,NO,30,,,
Polk,18,Proposition 5 ,,REP,YES,36,,,
Polk,18,Proposition 5 ,,REP,NO,10,,,
Polk,19,Proposition 5 ,,REP,YES,198,,,
Polk,19,Proposition 5 ,,REP,NO,24,,,
Polk,20,Proposition 5 ,,REP,YES,186,,,
Polk,20,Proposition 5 ,,REP,NO,31,,,
Polk,21,Proposition 5 ,,REP,YES,188,,,
Polk,21,Proposition 5 ,,REP,NO,49,,,
Polk,1,Proposition 6 ,,REP,YES,69,,,
Polk,1,Proposition 6 ,,REP,NO,0,,,
Polk,2,Proposition 6 ,,REP,YES,52,,,
Polk,2,Proposition 6 ,,REP,NO,0,,,
Polk,3,Proposition 6 ,,REP,YES,279,,,
Polk,3,Proposition 6 ,,REP,NO,17,,,
Polk,4,Proposition 6 ,,REP,YES,290,,,
Polk,4,Proposition 6 ,,REP,NO,24,,,
Polk,5,Proposition 6 ,,REP,YES,453,,,
Polk,5,Proposition 6 ,,REP,NO,36,,,
Polk,6,Proposition 6 ,,REP,YES,868,,,
Polk,6,Proposition 6 ,,REP,NO,42,,,
Polk,7,Proposition 6 ,,REP,YES,139,,,
Polk,7,Proposition 6 ,,REP,NO,11,,,
Polk,8,Proposition 6 ,,REP,YES,134,,,
Polk,8,Proposition 6 ,,REP,NO,5,,,
Polk,9,Proposition 6 ,,REP,YES,130,,,
Polk,9,Proposition 6 ,,REP,NO,1,,,
Polk,10,Proposition 6 ,,REP,YES,255,,,
Polk,10,Proposition 6 ,,REP,NO,8,,,
Polk,11,Proposition 6 ,,REP,YES,77,,,
Polk,11,Proposition 6 ,,REP,NO,3,,,
Polk,12,Proposition 6 ,,REP,YES,25,,,
Polk,12,Proposition 6 ,,REP,NO,1,,,
Polk,13,Proposition 6 ,,REP,YES,77,,,
Polk,13,Proposition 6 ,,REP,NO,1,,,
Polk,14,Proposition 6 ,,REP,YES,141,,,
Polk,14,Proposition 6 ,,REP,NO,4,,,
Polk,15,Proposition 6 ,,REP,YES,189,,,
Polk,15,Proposition 6 ,,REP,NO,4,,,
Polk,16,Proposition 6 ,,REP,YES,952,,,
Polk,16,Proposition 6 ,,REP,NO,47,,,
Polk,17,Proposition 6 ,,REP,YES,209,,,
Polk,17,Proposition 6 ,,REP,NO,4,,,
Polk,18,Proposition 6 ,,REP,YES,49,,,
Polk,18,Proposition 6 ,,REP,NO,0,,,
Polk,19,Proposition 6 ,,REP,YES,206,,,
Polk,19,Proposition 6 ,,REP,NO,14,,,
Polk,20,Proposition 6 ,,REP,YES,202,,,
Polk,20,Proposition 6 ,,REP,NO,20,,,
Polk,21,Proposition 6 ,,REP,YES,229,,,
Polk,21,Proposition 6 ,,REP,NO,16,,,
Polk,1,Proposition 7 ,,REP,YES,60,,,
Polk,1,Proposition 7 ,,REP,NO,5,,,
Polk,2,Proposition 7 ,,REP,YES,43,,,
Polk,2,Proposition 7 ,,REP,NO,7,,,
Polk,3,Proposition 7 ,,REP,YES,205,,,
Polk,3,Proposition 7 ,,REP,NO,84,,,
Polk,4,Proposition 7 ,,REP,YES,195,,,
Polk,4,Proposition 7 ,,REP,NO,110,,,
Polk,5,Proposition 7 ,,REP,YES,300,,,
Polk,5,Proposition 7 ,,REP,NO,178,,,
Polk,6,Proposition 7 ,,REP,YES,586,,,
Polk,6,Proposition 7 ,,REP,NO,296,,,
Polk,7,Proposition 7 ,,REP,YES,101,,,
Polk,7,Proposition 7 ,,REP,NO,48,,,
Polk,8,Proposition 7 ,,REP,YES,97,,,
Polk,8,Proposition 7 ,,REP,NO,37,,,
Polk,9,Proposition 7 ,,REP,YES,92,,,
Polk,9,Proposition 7 ,,REP,NO,32,,,
Polk,10,Proposition 7 ,,REP,YES,186,,,
Polk,10,Proposition 7 ,,REP,NO,72,,,
Polk,11,Proposition 7 ,,REP,YES,60,,,
Polk,11,Proposition 7 ,,REP,NO,19,,,
Polk,12,Proposition 7 ,,REP,YES,12,,,
Polk,12,Proposition 7 ,,REP,NO,12,,,
Polk,13,Proposition 7 ,,REP,YES,64,,,
Polk,13,Proposition 7 ,,REP,NO,14,,,
Polk,14,Proposition 7 ,,REP,YES,110,,,
Polk,14,Proposition 7 ,,REP,NO,36,,,
Polk,15,Proposition 7 ,,REP,YES,147,,,
Polk,15,Proposition 7 ,,REP,NO,40,,,
Polk,16,Proposition 7 ,,REP,YES,673,,,
Polk,16,Proposition 7 ,,REP,NO,292,,,
Polk,17,Proposition 7 ,,REP,YES,150,,,
Polk,17,Proposition 7 ,,REP,NO,55,,,
Polk,18,Proposition 7 ,,REP,YES,34,,,
Polk,18,Proposition 7 ,,REP,NO,12,,,
Polk,19,Proposition 7 ,,REP,YES,153,,,
Polk,19,Proposition 7 ,,REP,NO,67,,,
Polk,20,Proposition 7 ,,REP,YES,135,,,
Polk,20,Proposition 7 ,,REP,NO,79,,,
Polk,21,Proposition 7 ,,REP,YES,162,,,
Polk,21,Proposition 7 ,,REP,NO,70,,,
Polk,1,Proposition 8 ,,REP,YES,62,,,
Polk,1,Proposition 8 ,,REP,NO,0,,,
Polk,2,Proposition 8 ,,REP,YES,51,,,
Polk,2,Proposition 8 ,,REP,NO,1,,,
Polk,3,Proposition 8 ,,REP,YES,285,,,
Polk,3,Proposition 8 ,,REP,NO,11,,,
Polk,4,Proposition 8 ,,REP,YES,298,,,
Polk,4,Proposition 8 ,,REP,NO,20,,,
Polk,5,Proposition 8 ,,REP,YES,459,,,
Polk,5,Proposition 8 ,,REP,NO,22,,,
Polk,6,Proposition 8 ,,REP,YES,881,,,
Polk,6,Proposition 8 ,,REP,NO,33,,,
Polk,7,Proposition 8 ,,REP,YES,143,,,
Polk,7,Proposition 8 ,,REP,NO,9,,,
Polk,8,Proposition 8 ,,REP,YES,135,,,
Polk,8,Proposition 8 ,,REP,NO,4,,,
Polk,9,Proposition 8 ,,REP,YES,132,,,
Polk,9,Proposition 8 ,,REP,NO,0,,,
Polk,10,Proposition 8 ,,REP,YES,257,,,
Polk,10,Proposition 8 ,,REP,NO,6,,,
Polk,11,Proposition 8 ,,REP,YES,80,,,
Polk,11,Proposition 8 ,,REP,NO,2,,,
Polk,12,Proposition 8 ,,REP,YES,20,,,
Polk,12,Proposition 8 ,,REP,NO,5,,,
Polk,13,Proposition 8 ,,REP,YES,77,,,
Polk,13,Proposition 8 ,,REP,NO,2,,,
Polk,14,Proposition 8 ,,REP,YES,144,,,
Polk,14,Proposition 8 ,,REP,NO,2,,,
Polk,15,Proposition 8 ,,REP,YES,189,,,
Polk,15,Proposition 8 ,,REP,NO,5,,,
Polk,16,Proposition 8 ,,REP,YES,957,,,
Polk,16,Proposition 8 ,,REP,NO,38,,,
Polk,17,Proposition 8 ,,REP,YES,207,,,
Polk,17,Proposition 8 ,,REP,NO,4,,,
Polk,18,Proposition 8 ,,REP,YES,45,,,
Polk,18,Proposition 8 ,,REP,NO,2,,,
Polk,19,Proposition 8 ,,REP,YES,216,,,
Polk,19,Proposition 8 ,,REP,NO,6,,,
Polk,20,Proposition 8 ,,REP,YES,215,,,
Polk,20,Proposition 8 ,,REP,NO,6,,,
