county,precinct,office,district,party,candidate,votes,election_day,election_day_paper,early_voting,absentee
El Paso,100,Referendum 6,,DEM,For (A Favor),393,143,0,226,24
El Paso,100,Referendum 6,,DEM,Against (En Contra),14,8,0,6,0
El Paso,100,Referendum 7,,DEM,For (A Favor),383,141,0,220,22
El Paso,100,Referendum 7,,DEM,Against (En Contra),23,9,0,12,2
El Paso,100,Referendum 8,,DEM,For (A Favor),346,130,0,197,19
El Paso,100,Referendum 8,,DEM,Against (En Contra),59,18,0,34,7
El Paso,100,Referendum 9,,DEM,For (A Favor),360,127,0,208,25
El Paso,100,Referendum 9,,DEM,Against (En Contra),43,20,0,22,1
El Paso,100,Referendum 10,,DEM,For (A Favor),372,136,0,212,24
El Paso,100,Referendum 10,,DEM,Against (En Contra),31,10,0,19,2
El Paso,100,Referendum 11,,DEM,For (A Favor),370,138,0,208,24
El Paso,100,Referendum 11,,DEM,Against (En Contra),38,12,0,24,2
El Paso,100,Referendum 12,,DEM,For (A Favor),389,140,0,224,25
El Paso,100,Referendum 12,,DEM,Against (En Contra),14,9,0,4,1
El Paso,101,U.S. Senate,,REP,Mary Miller,10,5,0,3,2
El Paso,101,U.S. Senate,,REP,Stefano De Stefano,2,2,0,0,0
El Paso,101,U.S. Senate,,REP,Ted Cruz,125,63,0,56,6
El Paso,101,U.S. Senate,,REP,Geraldine Sam,1,1,0,0,0
El Paso,101,U.S. Senate,,REP,Bruce Jacobson Jr,3,1,0,2,0
El Paso,101,U.S. House,16,REP,Alia Garcia-Ureste,51,28,0,22,1
El Paso,101,U.S. House,16,REP,Rick Seeberger,80,36,0,38,6
El Paso,101,Governor,,REP,Greg Abbott,128,63,0,57,8
El Paso,101,Governor,,REP,Barbara Krueger,10,7,0,3,0
El Paso,101,Governor,,REP,Secede Kilgore,2,2,0,0,0
El Paso,101,Lieutenant Governor,,REP,Dan Patrick,117,60,0,49,8
El Paso,101,Lieutenant Governor,,REP,Scott Milder,19,9,0,10,0
El Paso,101,Attorney General,,REP,Ken Paxton,117,60,0,51,6
El Paso,101,Comptroller Of Public Accounts,,REP,Glenn Hegar,106,56,0,44,6
El Paso,101,Commissioner Of General Land Office,,REP,Jerry Patterson,37,18,0,17,2
El Paso,101,Commissioner Of General Land Office,,REP,Rick Range,12,5,0,7,0
El Paso,101,Commissioner Of General Land Office,,REP,Davey Edwards,3,3,0,0,0
El Paso,101,Commissioner Of General Land Office,,REP,George P Bush,84,44,0,34,6
El Paso,101,Commissioner Of Agriculture,,REP,Trey Blocker,44,22,0,21,1
El Paso,101,Commissioner Of Agriculture,,REP,Jim Hogan,43,20,0,22,1
El Paso,101,Commissioner Of Agriculture,,REP,Sid Miller,38,23,0,12,3
El Paso,101,Railroad Commissioner,,REP,Christi Craddick,81,37,0,38,6
El Paso,101,Railroad Commissioner,,REP,Weston Martinez,48,28,0,20,0
El Paso,101,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,108,57,0,46,5
El Paso,101,"Justice, Supreme Court, Place 4",,REP,John Devine,109,58,0,46,5
El Paso,101,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,109,58,0,46,5
El Paso,101,"Presiding Judge, Court Of Criminal Appeals",,REP,Sharon Keller,60,33,0,24,3
El Paso,101,"Presiding Judge, Court Of Criminal Appeals",,REP,David Bridges,64,27,0,33,4
El Paso,101,"Judge, Court Of Criminal Appeals, Place 7",,REP,Barbara Parker Herve,105,56,0,44,5
El Paso,101,"Judge, Court Of Criminal Appeals, Place 8",,REP,Jay Brandon,55,24,0,30,1
El Paso,101,"Judge, Court Of Criminal Appeals, Place 8",,REP,Michelle Slaughter,59,35,0,18,6
El Paso,101,"Judge, Court Of Criminal Appeals, Place 8",,REP,Dib Waldrip,9,5,0,4,0
El Paso,101,County Chairman,,REP,Adolpho R Telles,81,46,0,30,5
El Paso,101,Proposition 1,,REP,For (A Favor),88,46,0,39,3
El Paso,101,Proposition 1,,REP,Against (En Contra),49,23,0,21,5
El Paso,101,Proposition 2,,REP,For (A Favor),130,65,0,57,8
El Paso,101,Proposition 2,,REP,Against (En Contra),11,7,0,4,0
El Paso,101,Proposition 3,,REP,For (A Favor),126,63,0,55,8
El Paso,101,Proposition 3,,REP,Against (En Contra),14,8,0,6,0
El Paso,101,Proposition 4,,REP,For (A Favor),132,66,0,59,7
El Paso,101,Proposition 4,,REP,Against (En Contra),8,6,0,1,1
El Paso,101,Proposition 5,,REP,For (A Favor),124,60,0,56,8
El Paso,101,Proposition 5,,REP,Against (En Contra),15,11,0,4,0
El Paso,101,Proposition 6,,REP,For (A Favor),135,68,0,59,8
El Paso,101,Proposition 6,,REP,Against (En Contra),6,4,0,2,0
El Paso,101,Proposition 7,,REP,For (A Favor),95,51,0,37,7
El Paso,101,Proposition 7,,REP,Against (En Contra),43,19,0,23,1
El Paso,101,Proposition 8,,REP,For (A Favor),139,70,0,61,8
El Paso,101,Proposition 8,,REP,Against (En Contra),2,2,0,0,0
El Paso,101,Proposition 9,,REP,For (A Favor),126,62,0,56,8
El Paso,101,Proposition 9,,REP,Against (En Contra),15,10,0,5,0
El Paso,101,Proposition 10,,REP,For (A Favor),132,67,0,57,8
El Paso,101,Proposition 10,,REP,Against (En Contra),7,4,0,3,0
El Paso,101,Proposition 11,,REP,For (A Favor),114,62,0,44,8
El Paso,101,Proposition 11,,REP,Against (En Contra),27,10,0,17,0
El Paso,101,U.S. Senate,,DEM,Sema Hernandez,22,9,0,11,2
El Paso,101,U.S. Senate,,DEM,Beto O'Rourke,366,157,0,178,31
El Paso,101,U.S. Senate,,DEM,Edward Kimbrough,19,10,0,5,4
El Paso,101,U.S. House,16,DEM,Dori Fenenbock,99,42,0,45,12
El Paso,101,U.S. House,16,DEM,Veronica Escobar,255,109,0,126,20
El Paso,101,U.S. House,16,DEM,Norma Chavez,23,7,0,13,3
El Paso,101,U.S. House,16,DEM,John Carrillo,6,2,0,4,0
El Paso,101,U.S. House,16,DEM,Jerome Tilghman,7,5,0,0,2
El Paso,101,U.S. House,16,DEM,Enrique Garcia,19,8,0,11,0
El Paso,101,Governor,,DEM,Lupe Valdez,178,76,0,90,12
El Paso,101,Governor,,DEM,Adrian Ocegueda,36,15,0,18,3
El Paso,101,Governor,,DEM,Jeffrey Payne,17,8,0,9,0
El Paso,101,Governor,,DEM,James Jolly Clark,7,2,0,4,1
El Paso,101,Governor,,DEM,Joe Mumbach,10,4,0,5,1
El Paso,101,Governor,,DEM,Grady Yarbrough,41,21,0,16,4
El Paso,101,Governor,,DEM,Cedric Davis Sr,17,9,0,7,1
El Paso,101,Governor,,DEM,Andrew White,47,12,0,25,10
El Paso,101,Governor,,DEM,Tom Wakely,10,4,0,5,1
El Paso,101,Lieutenant Governor,,DEM,Michael Cooper,196,86,0,92,18
El Paso,101,Lieutenant Governor,,DEM,Mike Collier,137,56,0,68,13
El Paso,101,Attorney General,,DEM,Justin Nelson,292,129,0,137,26
El Paso,101,Comptroller Of Public Accounts,,DEM,Joi Chevalier,139,49,0,70,20
El Paso,101,Comptroller Of Public Accounts,,DEM,Tim Mahoney,184,89,0,84,11
El Paso,101,Commissioner Of General Land Office,,DEM,Miguel Suazo,257,102,0,133,22
El Paso,101,Commissioner Of General Land Office,,DEM,Tex Morgan,88,40,0,40,8
El Paso,101,Commissioner Of Agriculture,,DEM,Kim Olson,289,127,0,135,27
El Paso,101,Railroad Commissioner,,DEM,Roman Mcallen,222,94,0,109,19
El Paso,101,Railroad Commissioner,,DEM,Chris Spellmon,104,44,0,49,11
El Paso,101,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,295,129,0,137,29
El Paso,101,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,288,126,0,133,29
El Paso,101,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,296,131,0,137,28
El Paso,101,"Presiding Judge, Court Of Criminal Appeals",,DEM,Maria T. (Terry) Jackson,290,128,0,134,28
El Paso,101,"Judge, Court Of Criminal Appeals, Place 7",,DEM,Ramona Franklin,292,125,0,139,28
El Paso,101,State Representative,79,DEM,Joe C Pickett,342,148,0,159,35
El Paso,101,"Justice, 8th Court Of Appeals District, Place 2",,DEM,Yvonne Rodriguez,295,130,0,136,29
El Paso,101,"Justice, 8th Court Of Appeals District, Place 3",,DEM,Gina M Palafox,289,126,0,135,28
El Paso,101,District Judge 120th Judicial District,,DEM,Maria Salas Mendoza,297,130,0,138,29
El Paso,101,District Judge 168th Judicial District,,DEM,Marcos Lizarraga,298,132,0,136,30
El Paso,101,District Judge 171st Judicial District,,DEM,Bonnie Rangel,296,131,0,133,32
El Paso,101,District Judge 205th Judicial District,,DEM,Francisco X Domingue,288,129,0,129,30
El Paso,101,District Judge 210th Judicial District,,DEM,Alyssa G Perez,231,102,0,107,22
El Paso,101,District Judge 210th Judicial District,,DEM,Monique Velarde,112,43,0,57,12
El Paso,101,District Judge 243rd Judicial District,,DEM,Selena Solis,146,67,0,67,12
El Paso,101,District Judge 243rd Judicial District,,DEM,Feliciano Felix Cast,49,19,0,25,5
El Paso,101,District Judge 243rd Judicial District,,DEM,Roberto J Ramos,59,26,0,28,5
El Paso,101,District Judge 243rd Judicial District,,DEM,Luis Aguilar,105,43,0,50,12
El Paso,101,District Judge 327th Judicial District,,DEM,Linda Yee Chew,288,130,0,133,25
El Paso,101,El Paso County Judge,,DEM,Ricardo Samaniego,129,56,0,63,10
El Paso,101,El Paso County Judge,,DEM,John Cook,181,69,0,94,18
El Paso,101,El Paso County Judge,,DEM,Laura Enriquez,76,38,0,31,7
El Paso,101,Judge County Court At Law 1,,DEM,Ruth Reyes,228,100,0,106,22
El Paso,101,Judge County Court At Law 1,,DEM,Ruben Nunez,140,54,0,73,13
El Paso,101,Judge County Court At Law 2,,DEM,Julie Gonzalez,293,131,0,135,27
El Paso,101,Judge County Court At Law 3,,DEM,Javier Alvarez,289,129,0,132,28
El Paso,101,Judge County Court At Law 4,,DEM,Alex Gonzalez,274,118,0,129,27
El Paso,101,Judge County Court At Law 5,,DEM,Kristin Raquel Romer,78,28,0,40,10
El Paso,101,Judge County Court At Law 5,,DEM,Jesus Rodriguez,175,89,0,74,12
El Paso,101,Judge County Court At Law 5,,DEM,Mike Herrera,91,30,0,52,9
El Paso,101,Judge County Court At Law 5,,DEM,Danny Razo,19,7,0,12,0
El Paso,101,Judge County Court At Law 6,,DEM,M Sue Kurita,299,131,0,139,29
El Paso,101,Judge County Court At Law 7,,DEM,Patsy Lopez,141,59,0,70,12
El Paso,101,Judge County Court At Law 7,,DEM,Ruben Morales,217,92,0,102,23
El Paso,101,Judge County Criminal Court 1,,DEM,Alma Trejo,284,125,0,132,27
El Paso,101,Judge County Criminal Court 2,,DEM,Robert S Anchondo,287,128,0,133,26
El Paso,101,Judge County Probate Court 1,,DEM,Patricia B Chew,270,111,0,138,21
El Paso,101,Judge County Probate Court 1,,DEM,Darron Powell,97,47,0,38,12
El Paso,101,Judge County Probate Court 2,,DEM,Eduardo A Gamboa,287,126,0,132,29
El Paso,101,District Clerk,,DEM,Norma Favela Barcele,294,131,0,136,27
El Paso,101,County Clerk,,DEM,Delia Briones,302,131,0,141,30
El Paso,101,Justice Of The Peace 4,,DEM,Rebeca Bustamante,145,70,0,66,9
El Paso,101,Justice Of The Peace 4,,DEM,Jesus Urenda,147,54,0,79,14
El Paso,101,Justice Of The Peace 4,,DEM,Patsy Patino,67,30,0,28,9
El Paso,101,County Chairman,,DEM,Iliana Holguin,281,124,0,132,25
El Paso,101,Referendum 1,,DEM,For (A Favor),367,155,0,180,32
El Paso,101,Referendum 1,,DEM,Against (En Contra),35,18,0,17,0
El Paso,101,Referendum 2,,DEM,For (A Favor),375,157,0,184,34
El Paso,101,Referendum 2,,DEM,Against (En Contra),26,15,0,11,0
El Paso,101,Referendum 3,,DEM,For (A Favor),354,149,0,179,26
El Paso,101,Referendum 3,,DEM,Against (En Contra),51,26,0,18,7
El Paso,101,Referendum 4,,DEM,For (A Favor),377,161,0,183,33
El Paso,101,Referendum 4,,DEM,Against (En Contra),27,14,0,11,2
El Paso,101,Referendum 5,,DEM,For (A Favor),340,147,0,164,29
El Paso,101,Referendum 5,,DEM,Against (En Contra),54,22,0,27,5
El Paso,101,Referendum 6,,DEM,For (A Favor),389,165,0,192,32
El Paso,101,Referendum 6,,DEM,Against (En Contra),18,9,0,7,2
El Paso,101,Referendum 7,,DEM,For (A Favor),363,156,0,178,29
El Paso,101,Referendum 7,,DEM,Against (En Contra),37,15,0,18,4
El Paso,101,Referendum 8,,DEM,For (A Favor),338,139,0,170,29
El Paso,101,Referendum 8,,DEM,Against (En Contra),65,32,0,28,5
El Paso,101,Referendum 9,,DEM,For (A Favor),346,147,0,172,27
El Paso,101,Referendum 9,,DEM,Against (En Contra),54,27,0,23,4
El Paso,101,Referendum 10,,DEM,For (A Favor),365,159,0,178,28
El Paso,101,Referendum 10,,DEM,Against (En Contra),38,16,0,18,4
El Paso,101,Referendum 11,,DEM,For (A Favor),349,154,0,167,28
El Paso,101,Referendum 11,,DEM,Against (En Contra),53,19,0,31,3
El Paso,101,Referendum 12,,DEM,For (A Favor),373,155,0,189,29
El Paso,101,Referendum 12,,DEM,Against (En Contra),27,17,0,6,4
El Paso,102,U.S. Senate,,REP,Mary Miller,2,1,0,1,0
El Paso,102,U.S. Senate,,REP,Stefano De Stefano,4,1,0,3,0
El Paso,102,U.S. Senate,,REP,Ted Cruz,71,34,0,28,9
El Paso,102,U.S. Senate,,REP,Geraldine Sam,1,1,0,0,0
El Paso,102,U.S. Senate,,REP,Bruce Jacobson Jr,1,1,0,0,0
El Paso,102,U.S. House,16,REP,Alia Garcia-Ureste,26,14,0,10,2
El Paso,102,U.S. House,16,REP,Rick Seeberger,46,22,0,19,5
El Paso,102,Governor,,REP,Greg Abbott,69,31,0,29,9
El Paso,102,Governor,,REP,Barbara Krueger,4,3,0,1,0
El Paso,102,Governor,,REP,Secede Kilgore,5,3,0,2,0
El Paso,102,Lieutenant Governor,,REP,Dan Patrick,63,30,0,26,7
El Paso,102,Lieutenant Governor,,REP,Scott Milder,14,8,0,5,1
El Paso,102,Attorney General,,REP,Ken Paxton,65,36,0,23,6
El Paso,102,Comptroller Of Public Accounts,,REP,Glenn Hegar,61,33,0,23,5
El Paso,102,Commissioner Of General Land Office,,REP,Jerry Patterson,19,6,0,10,3
El Paso,102,Commissioner Of General Land Office,,REP,Rick Range,7,5,0,1,1
El Paso,102,Commissioner Of General Land Office,,REP,Davey Edwards,8,3,0,5,0
El Paso,102,Commissioner Of General Land Office,,REP,George P Bush,41,24,0,14,3
El Paso,102,Commissioner Of Agriculture,,REP,Trey Blocker,22,9,0,12,1
El Paso,102,Commissioner Of Agriculture,,REP,Jim Hogan,25,15,0,6,4
El Paso,102,Commissioner Of Agriculture,,REP,Sid Miller,26,13,0,12,1
El Paso,102,Railroad Commissioner,,REP,Christi Craddick,47,20,0,20,7
El Paso,102,Railroad Commissioner,,REP,Weston Martinez,23,15,0,8,0
El Paso,102,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,59,32,0,22,5
El Paso,102,"Justice, Supreme Court, Place 4",,REP,John Devine,58,31,0,22,5
El Paso,102,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,58,31,0,22,5
El Paso,102,"Presiding Judge, Court Of Criminal Appeals",,REP,Sharon Keller,24,10,0,7,7
El Paso,102,"Presiding Judge, Court Of Criminal Appeals",,REP,David Bridges,43,23,0,20,0
El Paso,102,"Judge, Court Of Criminal Appeals, Place 7",,REP,Barbara Parker Herve,53,29,0,20,4
El Paso,102,"Judge, Court Of Criminal Appeals, Place 8",,REP,Jay Brandon,31,18,0,11,2
El Paso,102,"Judge, Court Of Criminal Appeals, Place 8",,REP,Michelle Slaughter,25,11,0,11,3
El Paso,102,"Judge, Court Of Criminal Appeals, Place 8",,REP,Dib Waldrip,11,6,0,4,1
El Paso,102,County Chairman,,REP,Adolpho R Telles,50,27,0,19,4
El Paso,102,Proposition 1,,REP,For (A Favor),66,31,0,28,7
El Paso,102,Proposition 1,,REP,Against (En Contra),10,5,0,4,1
El Paso,102,Proposition 2,,REP,For (A Favor),71,34,0,29,8
El Paso,102,Proposition 2,,REP,Against (En Contra),6,3,0,3,0
El Paso,102,Proposition 3,,REP,For (A Favor),69,36,0,25,8
El Paso,102,Proposition 3,,REP,Against (En Contra),8,2,0,6,0
El Paso,102,Proposition 4,,REP,For (A Favor),73,35,0,32,6
El Paso,102,Proposition 4,,REP,Against (En Contra),5,3,0,0,2
El Paso,102,Proposition 5,,REP,For (A Favor),68,33,0,29,6
El Paso,102,Proposition 5,,REP,Against (En Contra),9,5,0,3,1
El Paso,102,Proposition 6,,REP,For (A Favor),77,37,0,31,9
El Paso,102,Proposition 6,,REP,Against (En Contra),2,1,0,1,0
El Paso,102,Proposition 7,,REP,For (A Favor),54,24,0,24,6
El Paso,102,Proposition 7,,REP,Against (En Contra),24,14,0,7,3
El Paso,102,Proposition 8,,REP,For (A Favor),77,37,0,32,8
El Paso,102,Proposition 8,,REP,Against (En Contra),2,1,0,0,1
El Paso,102,Proposition 9,,REP,For (A Favor),75,36,0,30,9
El Paso,102,Proposition 9,,REP,Against (En Contra),3,2,0,1,0
El Paso,102,Proposition 10,,REP,For (A Favor),76,37,0,30,9
El Paso,102,Proposition 10,,REP,Against (En Contra),2,1,0,1,0
El Paso,102,Proposition 11,,REP,For (A Favor),68,32,0,27,9
El Paso,102,Proposition 11,,REP,Against (En Contra),11,6,0,5,0
El Paso,102,U.S. Senate,,DEM,Sema Hernandez,24,12,0,10,2
El Paso,102,U.S. Senate,,DEM,Beto O'Rourke,307,98,0,176,33
El Paso,102,U.S. Senate,,DEM,Edward Kimbrough,17,6,0,11,0
El Paso,102,U.S. House,16,DEM,Dori Fenenbock,84,32,0,43,9
El Paso,102,U.S. House,16,DEM,Veronica Escobar,204,63,0,121,20
El Paso,102,U.S. House,16,DEM,Norma Chavez,31,10,0,17,4
El Paso,102,U.S. House,16,DEM,John Carrillo,10,4,0,5,1
El Paso,102,U.S. House,16,DEM,Jerome Tilghman,8,5,0,3,0
El Paso,102,U.S. House,16,DEM,Enrique Garcia,15,4,0,10,1
El Paso,102,Governor,,DEM,Lupe Valdez,146,49,0,82,15
El Paso,102,Governor,,DEM,Adrian Ocegueda,34,12,0,21,1
El Paso,102,Governor,,DEM,Jeffrey Payne,19,7,0,10,2
El Paso,102,Governor,,DEM,James Jolly Clark,8,3,0,5,0
El Paso,102,Governor,,DEM,Joe Mumbach,8,2,0,6,0
El Paso,102,Governor,,DEM,Grady Yarbrough,37,14,0,19,4
El Paso,102,Governor,,DEM,Cedric Davis Sr,11,5,0,6,0
El Paso,102,Governor,,DEM,Andrew White,48,11,0,27,10
El Paso,102,Governor,,DEM,Tom Wakely,9,2,0,5,2
El Paso,102,Lieutenant Governor,,DEM,Michael Cooper,179,61,0,104,14
El Paso,102,Lieutenant Governor,,DEM,Mike Collier,117,37,0,62,18
El Paso,102,Attorney General,,DEM,Justin Nelson,267,88,0,148,31
El Paso,102,Comptroller Of Public Accounts,,DEM,Joi Chevalier,126,44,0,67,15
El Paso,102,Comptroller Of Public Accounts,,DEM,Tim Mahoney,164,52,0,94,18
El Paso,102,Commissioner Of General Land Office,,DEM,Miguel Suazo,234,72,0,135,27
El Paso,102,Commissioner Of General Land Office,,DEM,Tex Morgan,63,24,0,32,7
El Paso,102,Commissioner Of Agriculture,,DEM,Kim Olson,262,86,0,144,32
El Paso,102,Railroad Commissioner,,DEM,Roman Mcallen,183,59,0,103,21
El Paso,102,Railroad Commissioner,,DEM,Chris Spellmon,99,32,0,54,13
El Paso,102,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,260,82,0,146,32
El Paso,102,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,256,81,0,144,31
El Paso,102,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,263,85,0,146,32
El Paso,102,"Presiding Judge, Court Of Criminal Appeals",,DEM,Maria T. (Terry) Jackson,260,85,0,144,31
El Paso,102,"Judge, Court Of Criminal Appeals, Place 7",,DEM,Ramona Franklin,262,81,0,149,32
El Paso,102,State Representative,79,DEM,Joe C Pickett,278,92,0,152,34
El Paso,102,"Justice, 8th Court Of Appeals District, Place 2",,DEM,Yvonne Rodriguez,263,85,0,147,31
El Paso,102,"Justice, 8th Court Of Appeals District, Place 3",,DEM,Gina M Palafox,255,79,0,144,32
El Paso,102,District Judge 120th Judicial District,,DEM,Maria Salas Mendoza,261,82,0,148,31
El Paso,102,District Judge 168th Judicial District,,DEM,Marcos Lizarraga,257,83,0,145,29
El Paso,102,District Judge 171st Judicial District,,DEM,Bonnie Rangel,260,83,0,145,32
El Paso,102,District Judge 205th Judicial District,,DEM,Francisco X Domingue,253,80,0,142,31
El Paso,102,District Judge 210th Judicial District,,DEM,Alyssa G Perez,190,63,0,104,23
El Paso,102,District Judge 210th Judicial District,,DEM,Monique Velarde,105,30,0,66,9
El Paso,102,District Judge 243rd Judicial District,,DEM,Selena Solis,149,47,0,84,18
El Paso,102,District Judge 243rd Judicial District,,DEM,Feliciano Felix Cast,43,12,0,25,6
El Paso,102,District Judge 243rd Judicial District,,DEM,Roberto J Ramos,43,12,0,27,4
El Paso,102,District Judge 243rd Judicial District,,DEM,Luis Aguilar,81,32,0,45,4
El Paso,102,District Judge 327th Judicial District,,DEM,Linda Yee Chew,262,83,0,148,31
El Paso,102,El Paso County Judge,,DEM,Ricardo Samaniego,133,46,0,76,11
El Paso,102,El Paso County Judge,,DEM,John Cook,135,44,0,76,15
El Paso,102,El Paso County Judge,,DEM,Laura Enriquez,62,20,0,36,6
El Paso,102,Judge County Court At Law 1,,DEM,Ruth Reyes,198,66,0,107,25
El Paso,102,Judge County Court At Law 1,,DEM,Ruben Nunez,116,36,0,72,8
El Paso,102,Judge County Court At Law 2,,DEM,Julie Gonzalez,259,81,0,146,32
El Paso,102,Judge County Court At Law 3,,DEM,Javier Alvarez,258,84,0,143,31
El Paso,102,Judge County Court At Law 4,,DEM,Alex Gonzalez,241,75,0,136,30
El Paso,102,Judge County Court At Law 5,,DEM,Kristin Raquel Romer,101,31,0,53,17
El Paso,102,Judge County Court At Law 5,,DEM,Jesus Rodriguez,115,35,0,70,10
El Paso,102,Judge County Court At Law 5,,DEM,Mike Herrera,59,22,0,33,4
El Paso,102,Judge County Court At Law 5,,DEM,Danny Razo,33,11,0,22,0
El Paso,102,Judge County Court At Law 6,,DEM,M Sue Kurita,260,81,0,149,30
El Paso,102,Judge County Court At Law 7,,DEM,Patsy Lopez,163,56,0,90,17
El Paso,102,Judge County Court At Law 7,,DEM,Ruben Morales,140,40,0,87,13
El Paso,102,Judge County Criminal Court 1,,DEM,Alma Trejo,249,77,0,142,30
El Paso,102,Judge County Criminal Court 2,,DEM,Robert S Anchondo,251,80,0,142,29
El Paso,102,Judge County Probate Court 1,,DEM,Patricia B Chew,226,74,0,127,25
El Paso,102,Judge County Probate Court 1,,DEM,Darron Powell,74,26,0,43,5
El Paso,102,Judge County Probate Court 2,,DEM,Eduardo A Gamboa,254,79,0,145,30
El Paso,102,District Clerk,,DEM,Norma Favela Barcele,249,81,0,138,30
El Paso,102,County Clerk,,DEM,Delia Briones,250,79,0,141,30
El Paso,102,Justice Of The Peace 4,,DEM,Rebeca Bustamante,135,48,0,74,13
El Paso,102,Justice Of The Peace 4,,DEM,Jesus Urenda,104,30,0,63,11
El Paso,102,Justice Of The Peace 4,,DEM,Patsy Patino,68,22,0,39,7
El Paso,102,County Chairman,,DEM,Iliana Holguin,249,81,0,140,28
El Paso,102,Referendum 1,,DEM,For (A Favor),311,99,0,181,31
El Paso,102,Referendum 1,,DEM,Against (En Contra),27,14,0,11,2
El Paso,102,Referendum 2,,DEM,For (A Favor),311,101,0,180,30
El Paso,102,Referendum 2,,DEM,Against (En Contra),31,13,0,15,3
El Paso,102,Referendum 3,,DEM,For (A Favor),303,101,0,172,30
El Paso,102,Referendum 3,,DEM,Against (En Contra),38,14,0,21,3
El Paso,102,Referendum 4,,DEM,For (A Favor),313,100,0,182,31
El Paso,102,Referendum 4,,DEM,Against (En Contra),25,12,0,11,2
El Paso,102,Referendum 5,,DEM,For (A Favor),285,94,0,163,28
El Paso,102,Referendum 5,,DEM,Against (En Contra),47,16,0,27,4
El Paso,102,Referendum 6,,DEM,For (A Favor),321,105,0,184,32
El Paso,102,Referendum 6,,DEM,Against (En Contra),16,7,0,9,0
El Paso,102,Referendum 7,,DEM,For (A Favor),312,104,0,177,31
El Paso,102,Referendum 7,,DEM,Against (En Contra),24,8,0,14,2
El Paso,102,Referendum 8,,DEM,For (A Favor),278,87,0,163,28
El Paso,102,Referendum 8,,DEM,Against (En Contra),61,22,0,32,7
El Paso,102,Referendum 9,,DEM,For (A Favor),289,91,0,163,35
El Paso,102,Referendum 9,,DEM,Against (En Contra),46,19,0,27,0
El Paso,102,Referendum 10,,DEM,For (A Favor),309,99,0,175,35
El Paso,102,Referendum 10,,DEM,Against (En Contra),28,12,0,16,0
El Paso,102,Referendum 11,,DEM,For (A Favor),295,92,0,170,33
El Paso,102,Referendum 11,,DEM,Against (En Contra),45,20,0,23,2
El Paso,102,Referendum 12,,DEM,For (A Favor),319,103,0,183,33
El Paso,102,Referendum 12,,DEM,Against (En Contra),22,9,0,11,2
El Paso,103,U.S. Senate,,REP,Mary Miller,5,3,0,2,0
El Paso,103,U.S. Senate,,REP,Stefano De Stefano,0,0,0,0,0
El Paso,103,U.S. Senate,,REP,Ted Cruz,108,41,0,56,11
